date,security_id,symbol,name,sector,asset_type,open,high,low,close,volume,source,status
2026-01-09,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1479.231312,1483.053689,1476.269576,1479.355307,711327,FINTRACE_SYNTHETIC,DEMO
2026-01-10,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1478.568268,1482.044857,1474.987284,1478.690763,735084,FINTRACE_SYNTHETIC,DEMO
2026-01-11,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1479.051062,1482.464586,1475.42188,1479.19544,758841,FINTRACE_SYNTHETIC,DEMO
2026-01-12,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1480.640643,1484.524612,1477.578132,1480.829492,782598,FINTRACE_SYNTHETIC,DEMO
2026-01-13,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1483.183473,1486.88545,1479.653728,1483.436247,806355,FINTRACE_SYNTHETIC,DEMO
2026-01-14,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1486.425888,1489.9444,1482.741292,1486.756865,830112,FINTRACE_SYNTHETIC,DEMO
2026-01-15,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1490.038058,1494.152152,1486.85298,1490.454783,853869,FINTRACE_SYNTHETIC,DEMO
2026-01-16,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1493.645246,1497.696956,1490.164816,1494.147617,877626,FINTRACE_SYNTHETIC,DEMO
2026-01-17,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1496.863409,1500.550591,1493.129704,1497.443488,901383,FINTRACE_SYNTHETIC,DEMO
2026-01-18,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1499.335725,1503.662946,1496.031127,1499.97829,925140,FINTRACE_SYNTHETIC,DEMO
2026-01-19,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1500.76658,1505.081376,1497.35404,1501.450377,948897,FINTRACE_SYNTHETIC,DEMO
2026-01-20,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1500.949769,1504.659279,1497.197424,1501.649335,972654,FINTRACE_SYNTHETIC,DEMO
2026-01-21,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1499.788222,1504.111932,1496.389077,1500.476113,996411,FINTRACE_SYNTHETIC,DEMO
2026-01-22,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1497.303374,1501.626747,1493.991205,1497.952585,1020168,FINTRACE_SYNTHETIC,DEMO
2026-01-23,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1493.633294,1497.306956,1489.90578,1494.219635,1043925,FINTRACE_SYNTHETIC,DEMO
2026-01-24,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1489.01973,1493.07092,1485.560053,1489.523948,1067682,FINTRACE_SYNTHETIC,DEMO
2026-01-25,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1483.78533,1487.872868,1480.601024,1484.194754,1091439,FINTRACE_SYNTHETIC,DEMO
2026-01-26,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1478.303187,1481.770269,1474.635069,1478.612761,1115196,FINTRACE_SYNTHETIC,DEMO
2026-01-27,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1472.961624,1476.60939,1469.464771,1473.174217,1138953,FINTRACE_SYNTHETIC,DEMO
2026-01-28,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1468.127566,1471.915383,1465.078081,1468.253536,1162710,FINTRACE_SYNTHETIC,DEMO
2026-01-29,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1464.111996,1467.392171,1460.514129,1464.168045,1186467,FINTRACE_SYNTHETIC,DEMO
2026-01-30,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1461.140777,1464.473374,1457.609036,1461.14822,1210224,FINTRACE_SYNTHETIC,DEMO
2026-01-31,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1459.333631,1462.981901,1456.387904,1459.316224,1233981,FINTRACE_SYNTHETIC,DEMO
2026-02-01,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1458.693264,1461.996535,1455.138576,1458.674819,1257738,FINTRACE_SYNTHETIC,DEMO
2026-02-02,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1459.105681,1462.338281,1455.528179,1459.107683,1281495,FINTRACE_SYNTHETIC,DEMO
2026-02-03,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1460.35165,1464.036086,1457.337511,1460.391111,1305252,FINTRACE_SYNTHETIC,DEMO
2026-02-04,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1462.128229,1465.610904,1458.644405,1462.215977,1329009,FINTRACE_SYNTHETIC,DEMO
2026-02-05,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1464.078285,1467.36327,1460.450977,1464.217861,1352766,FINTRACE_SYNTHETIC,DEMO
2026-02-06,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1465.825211,1469.650962,1462.698135,1466.012469,1376523,FINTRACE_SYNTHETIC,DEMO
2026-02-07,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1467.009503,1470.714054,1463.586282,1467.232961,450280,FINTRACE_SYNTHETIC,DEMO
2026-02-08,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1467.323719,1470.617146,1463.664699,1467.56562,474037,FINTRACE_SYNTHETIC,DEMO
2026-02-09,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1466.542492,1470.386209,1463.316109,1466.78048,497794,FINTRACE_SYNTHETIC,DEMO
2026-02-10,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1464.544709,1468.292637,1461.209125,1464.753956,521551,FINTRACE_SYNTHETIC,DEMO
2026-02-11,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1461.325765,1464.417249,1457.672565,1461.481351,545308,FINTRACE_SYNTHETIC,DEMO
2026-02-12,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1456.998701,1460.612081,1453.702006,1457.078009,569065,FINTRACE_SYNTHETIC,DEMO
2026-02-13,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1451.784116,1455.342285,1448.551786,1451.769035,592822,FINTRACE_SYNTHETIC,DEMO
2026-02-14,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1445.989828,1448.971151,1442.259396,1445.868527,616579,FINTRACE_SYNTHETIC,DEMO
2026-02-15,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1439.982194,1443.415295,1436.409994,1439.750319,640336,FINTRACE_SYNTHETIC,DEMO
2026-02-16,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1434.15184,1437.704057,1430.729886,1433.813009,664093,FINTRACE_SYNTHETIC,DEMO
2026-02-17,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1428.877057,1431.922262,1424.896523,1428.442607,687850,FINTRACE_SYNTHETIC,DEMO
2026-02-18,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1424.488347,1427.814691,1420.600004,1423.976362,711607,FINTRACE_SYNTHETIC,DEMO
2026-02-19,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1421.237502,1424.781093,1417.714083,1420.671204,735364,FINTRACE_SYNTHETIC,DEMO
2026-02-20,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1419.274154,1422.393666,1415.191084,1418.679819,759121,FINTRACE_SYNTHETIC,DEMO
2026-02-21,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1418.63204,1421.865662,1414.612561,1418.03663,782878,FINTRACE_SYNTHETIC,DEMO
2026-02-22,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1419.226268,1422.77416,1415.802011,1418.655016,806635,FINTRACE_SYNTHETIC,DEMO
2026-02-23,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1420.86187,1424.07412,1416.889427,1420.336028,830392,FINTRACE_SYNTHETIC,DEMO
2026-02-24,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1423.252798,1426.40969,1419.302046,1422.787781,854149,FINTRACE_SYNTHETIC,DEMO
2026-02-25,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1426.049568,1429.60961,1422.717397,1425.653659,877906,FINTRACE_SYNTHETIC,DEMO
2026-02-26,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1428.872908,1432.185563,1425.138794,1428.546649,901663,FINTRACE_SYNTHETIC,DEMO
2026-02-27,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1431.350197,1434.431043,1427.54286,1431.086525,925420,FINTRACE_SYNTHETIC,DEMO
2026-02-28,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1433.151228,1436.709826,1429.885548,1432.936342,949177,FINTRACE_SYNTHETIC,DEMO
2026-03-01,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1434.019875,1437.417915,1430.484229,1433.834748,972934,FINTRACE_SYNTHETIC,DEMO
2026-03-02,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1433.798659,1436.786234,1430.047105,1433.621048,996691,FINTRACE_SYNTHETIC,DEMO
2026-03-03,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1432.443848,1435.967678,1429.105498,1432.250618,1020448,FINTRACE_SYNTHETIC,DEMO
2026-03-04,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1430.029671,1433.480925,1426.537506,1429.799202,1044205,FINTRACE_SYNTHETIC,DEMO
2026-03-05,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1426.741236,1429.613659,1422.889799,1426.455687,1067962,FINTRACE_SYNTHETIC,DEMO
2026-03-06,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1422.856828,1426.311183,1419.290763,1422.504036,1091719,FINTRACE_SYNTHETIC,DEMO
2026-03-07,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1418.72127,1422.195667,1415.147391,1418.29611,1115476,FINTRACE_SYNTHETIC,DEMO
2026-03-08,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1414.7129,1417.623519,1410.687095,1414.217966,1139233,FINTRACE_SYNTHETIC,DEMO
2026-03-09,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1411.207294,1414.575769,1407.384846,1410.652849,1162990,FINTRACE_SYNTHETIC,DEMO
2026-03-10,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1408.541219,1412.028101,1404.910961,1407.944394,1186747,FINTRACE_SYNTHETIC,DEMO
2026-03-11,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1406.980222,1409.972745,1402.870691,1406.363571,1210504,FINTRACE_SYNTHETIC,DEMO
2026-03-12,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1406.692985,1409.982376,1402.752763,1406.082502,1234261,FINTRACE_SYNTHETIC,DEMO
2026-03-13,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1407.734852,1411.243734,1404.22253,1407.157662,1258018,FINTRACE_SYNTHETIC,DEMO
2026-03-14,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1410.042133,1413.135611,1406.055398,1409.524061,1281775,FINTRACE_SYNTHETIC,DEMO
2026-03-15,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1413.437712,1416.664666,1409.592576,1413.000968,1305532,FINTRACE_SYNTHETIC,DEMO
2026-03-16,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1417.647434,1421.191212,1414.452065,1417.308633,1329289,FINTRACE_SYNTHETIC,DEMO
2026-03-17,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1422.325706,1425.535879,1418.640283,1422.094411,1353046,FINTRACE_SYNTHETIC,DEMO
2026-03-18,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1427.087881,1430.25895,1423.472612,1426.965804,1376803,FINTRACE_SYNTHETIC,DEMO
2026-03-19,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1431.546335,1435.120827,1428.585212,1431.527278,450560,FINTRACE_SYNTHETIC,DEMO
2026-03-20,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1435.346803,1438.740247,1431.918703,1435.417337,474317,FINTRACE_SYNTHETIC,DEMO
2026-03-21,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1438.201511,1441.444284,1434.642194,1438.342334,498074,FINTRACE_SYNTHETIC,DEMO
2026-03-22,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1439.915951,1443.681274,1436.856461,1440.103794,521831,FINTRACE_SYNTHETIC,DEMO
2026-03-23,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1440.406754,1444.026,1437.036186,1440.616644,545588,FINTRACE_SYNTHETIC,DEMO
2026-03-24,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1439.708947,1442.923226,1436.120921,1439.916626,569345,FINTRACE_SYNTHETIC,DEMO
2026-03-25,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1437.971917,1441.696529,1434.8201,1438.156177,593102,FINTRACE_SYNTHETIC,DEMO
2026-03-26,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1435.444475,1439.05026,1432.164664,1435.589185,616859,FINTRACE_SYNTHETIC,DEMO
2026-03-27,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1432.450427,1435.436512,1428.86975,1432.546065,640616,FINTRACE_SYNTHETIC,DEMO
2026-03-28,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1429.357009,1432.875042,1426.133683,1429.401546,664373,FINTRACE_SYNTHETIC,DEMO
2026-03-29,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1426.539178,1430.029917,1423.365566,1426.538239,688130,FINTRACE_SYNTHETIC,DEMO
2026-03-30,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1424.343182,1427.26735,1420.752695,1424.309458,711887,FINTRACE_SYNTHETIC,DEMO
2026-03-31,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1423.052878,1426.453594,1419.713125,1423.004851,735644,FINTRACE_SYNTHETIC,DEMO
2026-04-01,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1422.862008,1426.382369,1419.75065,1422.822117,759401,FINTRACE_SYNTHETIC,DEMO
2026-04-02,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1423.855095,1426.877407,1420.309625,1423.847501,783158,FINTRACE_SYNTHETIC,DEMO
2026-04-03,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1425.998764,1429.386225,1422.626153,1426.046949,806915,FINTRACE_SYNTHETIC,DEMO
2026-04-04,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1429.144333,1432.830187,1426.157114,1429.268744,830672,FINTRACE_SYNTHETIC,DEMO
2026-04-05,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1433.041423,1436.39595,1429.512453,1433.257397,854429,FINTRACE_SYNTHETIC,DEMO
2026-04-06,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1437.361296,1440.964985,1433.897767,1437.677461,878186,FINTRACE_SYNTHETIC,DEMO
2026-04-07,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1441.727693,1445.74979,1438.815533,1442.145,901943,FINTRACE_SYNTHETIC,DEMO
2026-04-08,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1445.752247,1449.522414,1442.237393,1446.263717,925700,FINTRACE_SYNTHETIC,DEMO
2026-04-09,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1449.071075,1452.889274,1445.526644,1449.662307,949457,FINTRACE_SYNTHETIC,DEMO
2026-04-10,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1451.379094,1455.655777,1448.402616,1452.029459,973214,FINTRACE_SYNTHETIC,DEMO
2026-04-11,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1452.458758,1456.50212,1448.985762,1453.143188,996971,FINTRACE_SYNTHETIC,DEMO
2026-04-12,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1452.200508,1456.031122,1448.608586,1452.891698,1020728,FINTRACE_SYNTHETIC,DEMO
2026-04-13,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1450.61296,1454.89061,1447.536965,1451.283781,1044485,FINTRACE_SYNTHETIC,DEMO
2026-04-14,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1447.821887,1451.871288,1444.429288,1448.447778,1068242,FINTRACE_SYNTHETIC,DEMO
2026-04-15,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1444.058071,1447.641888,1440.460359,1444.61918,1091999,FINTRACE_SYNTHETIC,DEMO
2026-04-16,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1439.635198,1443.665675,1436.485629,1440.118075,1115756,FINTRACE_SYNTHETIC,DEMO
2026-04-17,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1434.919897,1438.775354,1431.636081,1435.318574,1139513,FINTRACE_SYNTHETIC,DEMO
2026-04-18,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1430.296782,1433.506014,1426.721741,1430.613141,1163270,FINTRACE_SYNTHETIC,DEMO
2026-04-19,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1426.131832,1429.844559,1422.921221,1426.375222,1187027,FINTRACE_SYNTHETIC,DEMO
2026-04-20,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1422.737589,1426.402785,1419.567752,1422.923739,1210784,FINTRACE_SYNTHETIC,DEMO
2026-04-21,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1420.343513,1423.402844,1416.796015,1420.492835,1234541,FINTRACE_SYNTHETIC,DEMO
2026-04-22,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1419.07429,1422.605186,1415.796569,1419.209741,1258298,FINTRACE_SYNTHETIC,DEMO
2026-04-23,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1418.938191,1422.591886,1415.869163,1419.082895,1282055,FINTRACE_SYNTHETIC,DEMO
2026-04-24,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1419.826564,1423.00946,1416.297164,1420.001428,1305812,FINTRACE_SYNTHETIC,DEMO
2026-04-25,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1421.524521,1425.079847,1418.166811,1421.746068,1329569,FINTRACE_SYNTHETIC,DEMO
2026-04-26,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1423.731801,1427.557601,1420.749703,1424.010425,1353326,FINTRACE_SYNTHETIC,DEMO
2026-04-27,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1426.091807,1429.548377,1422.577581,1426.430625,1377083,FINTRACE_SYNTHETIC,DEMO
2026-04-28,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1428.226052,1431.892433,1424.788182,1428.620456,450840,FINTRACE_SYNTHETIC,DEMO
2026-04-29,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1429.770735,1433.783368,1426.876404,1430.208694,474597,FINTRACE_SYNTHETIC,DEMO
2026-04-30,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1430.411947,1434.093571,1426.931206,1430.875023,498354,FINTRACE_SYNTHETIC,DEMO
2026-05-01,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1429.916154,1433.570823,1426.421461,1430.381142,522111,FINTRACE_SYNTHETIC,DEMO
2026-05-02,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1428.153043,1432.162484,1425.230487,1428.594079,545868,FINTRACE_SYNTHETIC,DEMO
2026-05-03,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1425.108561,1428.789577,1421.697054,1425.499496,569625,FINTRACE_SYNTHETIC,DEMO
2026-05-04,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1420.886886,1424.280594,1417.374465,1421.203695,593382,FINTRACE_SYNTHETIC,DEMO
2026-05-05,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1415.701151,1419.444593,1412.705274,1415.92416,617139,FINTRACE_SYNTHETIC,DEMO
2026-05-06,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1409.853799,1413.297763,1406.54565,1409.969503,640896,FINTRACE_SYNTHETIC,DEMO
2026-05-07,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1403.708426,1406.653958,1400.212416,1403.710746,664653,FINTRACE_SYNTHETIC,DEMO
2026-05-08,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1397.655823,1401.101119,1394.494904,1397.546651,688410,FINTRACE_SYNTHETIC,DEMO
2026-05-09,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1392.077412,1395.426474,1388.676122,1391.866425,712167,FINTRACE_SYNTHETIC,DEMO
2026-05-10,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1387.309589,1390.12103,1383.546775,1387.01333,735924,FINTRACE_SYNTHETIC,DEMO
2026-05-11,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1383.612357,1386.980738,1380.143903,1383.252675,759681,FINTRACE_SYNTHETIC,DEMO
2026-05-12,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1381.145236,1384.519322,1377.665526,1380.747235,783438,FINTRACE_SYNTHETIC,DEMO
2026-05-13,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1379.952742,1382.77362,1376.096278,1379.542436,807195,FINTRACE_SYNTHETIC,DEMO
2026-05-14,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1379.960825,1383.26613,1376.381064,1379.562714,830952,FINTRACE_SYNTHETIC,DEMO
2026-05-15,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1380.984586,1384.397354,1377.627482,1380.619398,854709,FINTRACE_SYNTHETIC,DEMO
2026-05-16,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1382.746554,1385.669716,1378.991497,1382.429356,878466,FINTRACE_SYNTHETIC,DEMO
2026-05-17,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1384.903758,1388.155567,1381.376267,1384.642614,902223,FINTRACE_SYNTHETIC,DEMO
2026-05-18,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1387.081021,1390.535019,1383.965419,1386.876343,925980,FINTRACE_SYNTHETIC,DEMO
2026-05-19,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1388.907303,1391.937323,1385.327457,1388.751926,949737,FINTRACE_SYNTHETIC,DEMO
2026-05-20,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1390.051607,1393.240243,1386.589516,1389.931614,973494,FINTRACE_SYNTHETIC,DEMO
2026-05-21,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1390.255046,1393.729534,1387.330964,1390.151235,997251,FINTRACE_SYNTHETIC,DEMO
2026-05-22,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1389.355995,1392.475808,1385.862255,1389.245866,1021008,FINTRACE_SYNTHETIC,DEMO
2026-05-23,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1387.305928,1390.404992,1383.778627,1387.165992,1044765,FINTRACE_SYNTHETIC,DEMO
2026-05-24,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1384.174443,1387.632436,1381.156566,1383.98263,1068522,FINTRACE_SYNTHETIC,DEMO
2026-05-25,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1380.142977,1383.323547,1376.573941,1379.880919,1092279,FINTRACE_SYNTHETIC,DEMO
2026-05-26,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1375.487811,1378.471474,1371.745473,1375.142781,1116036,FINTRACE_SYNTHETIC,DEMO
2026-05-27,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1370.554,1373.963012,1367.226793,1370.12031,1139793,FINTRACE_SYNTHETIC,DEMO
2026-05-28,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1365.722685,1368.942292,1361.994713,1365.202427,1163550,FINTRACE_SYNTHETIC,DEMO
2026-05-29,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1361.374929,1364.23528,1357.390075,1360.777973,1187307,FINTRACE_SYNTHETIC,DEMO
2026-05-30,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1357.855508,1361.204876,1354.240712,1357.198757,1211064,FINTRACE_SYNTHETIC,DEMO
2026-05-31,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1355.440102,1358.697496,1351.636018,1354.746088,1234821,FINTRACE_SYNTHETIC,DEMO
2026-06-01,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1354.309043,1357.059591,1350.221265,1353.603977,1258578,FINTRACE_SYNTHETIC,DEMO
2026-06-02,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1354.530085,1357.830609,1350.804107,1353.84156,1282335,FINTRACE_SYNTHETIC,DEMO
2026-06-03,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1356.051864,1359.36184,1352.375973,1355.406426,1306092,FINTRACE_SYNTHETIC,DEMO
2026-06-04,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1358.708667,1361.480126,1354.736308,1358.12948,1329849,FINTRACE_SYNTHETIC,DEMO
2026-06-05,s1,RELIANCE,Reliance Industries Ltd,Energy,EQUITY,1362.236048,1365.50257,1358.605112,1361.740879,1353606,FINTRACE_SYNTHETIC,DEMO
